Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Location_2,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NUMPOINTS
CSX,CSX Transportation,2014,133184,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013318420140807,14,8,,,,,,CSX,CSX Transportation,133184,14,8,,7,8/7/2014,7:05 PM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,75,2,Day,2,Cloudy,2,Yard,032 CLASS TRACK,1,0,3,East,7,Yard/switching,Yes,Y292,5,Estimated,6,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,TILX,291293,32,No,,,0,,,,No,1,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,138310,0,139709,M411,Passed couplers (automated classification yard),,,M411,Passed couplers (automated classification yard),1,0,0,0,4,5,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759222,-86.353899,"DURING NORMAL HUMP OPERATIONS TWO CARS BY-PASSED COUPLERS IN TRACK 032.  Y29207 WAS DOUBLING HIS TRAIN ON THE EAST END OF THE BOWL. WHILE Y29207 WAS AWAITING INSTRUCTION,FOUR CARS IN TRACK 032, ROLLEDUNKNOWINGLY INTO THE REAR OF THE Y29207.",Yard,1,1,1,1,CSX000133184201408,CSX000133184201408,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.353899 39.759222),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2014,133184,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013318420140807,14,8,,,,,,CSX,CSX Transportation,133184,14,8,,7,8/7/2014,7:05 PM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,75,2,Day,2,Cloudy,2,Yard,032 CLASS TRACK,1,0,3,East,7,Yard/switching,Yes,Y292,5,Estimated,6,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,1,Remote control portable transmitter,TILX,291293,32,No,,,0,,,,No,1,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,138310,0,139709,M411,Passed couplers (automated classification yard),,,M411,Passed couplers (automated classification yard),1,0,0,0,4,5,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759222,-86.353899,"DURING NORMAL HUMP OPERATIONS TWO CARS BY-PASSED COUPLERS IN TRACK 032.  Y29207 WAS DOUBLING HIS TRAIN ON THE EAST END OF THE BOWL. WHILE Y29207 WAS AWAITING INSTRUCTION,FOUR CARS IN TRACK 032, ROLLEDUNKNOWINGLY INTO THE REAR OF THE Y29207.",Yard,1,1,1,1,CSX000133184201408,CSX000133184201408,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.353899 39.759222),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
CSX,CSX Transportation,2015,148975,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00014897520150626,15,6,,,,,,CSX,CSX Transportation,148975,15,6,,26,6/26/2015,12:15 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,10,18,IN,INDIANA,63,HENDRICKS,4,74,4,Dark,2,Cloudy,2,Yard,17,1,0,3,East,5,Single Car,No,,10,Estimated,10,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,GNTX,290017,54,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20746,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",,,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-00,39.759342,-86.347116,"DURING NORMAL HUMPING OPERATIONS THE TILX 251436, LINED TOWARDS 017 CLASS, WAS STRUCK AND CORNERED BY THE GNTX 290017. THE GNTX 290017 WAS LINED FOR 018. THE TILX 251436, LINED INTO 017, WAS STILL INTHE FOUL OF 018 WHEN THE GNTX 290017 WAS LINED INTO IT.",Yard,1,1,1,1,CSX000148975201506,CSX000148975201506,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.347116 39.759342),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2015,148975,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00014897520150626,15,6,,,,,,CSX,CSX Transportation,148975,15,6,,26,6/26/2015,12:15 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,AVON,10,18,IN,INDIANA,63,HENDRICKS,4,74,4,Dark,2,Cloudy,2,Yard,17,1,0,3,East,5,Single Car,No,,10,Estimated,10,0,2,Not Signaled,,Other Than Main Track,K,Restricted Speed or Equivalent,,,,,0,Not a remotely controlled operation,GNTX,290017,54,No,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20746,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",,,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-00,39.759342,-86.347116,"DURING NORMAL HUMPING OPERATIONS THE TILX 251436, LINED TOWARDS 017 CLASS, WAS STRUCK AND CORNERED BY THE GNTX 290017. THE GNTX 290017 WAS LINED FOR 018. THE TILX 251436, LINED INTO 017, WAS STILL INTHE FOUL OF 018 WHEN THE GNTX 290017 WAS LINED INTO IT.",Yard,1,1,1,1,CSX000148975201506,CSX000148975201506,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.347116 39.759342),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
CSX,CSX Transportation,2017,168458,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00016845820170422,17,4,,,,,,CSX,CSX Transportation,168458,17,4,,22,4/22/2017,9:30 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,97,MARION,4,67,2,Day,1,Clear,2,Yard,O21,1,0,3,East,5,Single Car,No,,7,Estimated,7,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,GACX,1473,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40426,0,40740,T314,Switch point worn or broken,,,T314,Switch point worn or broken,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759791,-86.327526,"DURING NORMAL HUMP OPERATIONS, CAR GACX 1473 DESTINED FOR TRACK 021 DERAILED AT THE 19 SWITCH AT THEBOTTOM OF THE HUMP.  CAR MBLX 28578 WAS DESTINED FOR TRACK 005 AND CORNERED THE CAR CAUSING DAMAGETO BOTH CARS BUT DID NOT DERAIL THE MBLX 28578",Yard,1,1,1,1,CSX000168458201704,CSX000168458201704,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Indianapolis city (balance),"880,621",18,36003,2395424,1836003,1600000US1836003,Indianapolis city (balance),Indianapolis city (balance),0,C8,Y,G4110,F,935028527,17916811,39.7766644,-86.1459355,202
CSX,CSX Transportation,2017,168458,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00016845820170422,17,4,,,,,,CSX,CSX Transportation,168458,17,4,,22,4/22/2017,9:30 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,97,MARION,4,67,2,Day,1,Clear,2,Yard,O21,1,0,3,East,5,Single Car,No,,7,Estimated,7,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,GACX,1473,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40426,0,40740,T314,Switch point worn or broken,,,T314,Switch point worn or broken,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759791,-86.327526,"DURING NORMAL HUMP OPERATIONS, CAR GACX 1473 DESTINED FOR TRACK 021 DERAILED AT THE 19 SWITCH AT THEBOTTOM OF THE HUMP.  CAR MBLX 28578 WAS DESTINED FOR TRACK 005 AND CORNERED THE CAR CAUSING DAMAGETO BOTH CARS BUT DID NOT DERAIL THE MBLX 28578",Yard,1,1,1,1,CSX000168458201704,CSX000168458201704,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2017,168458,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00016845820170422,17,4,,,,,,CSX,CSX Transportation,168458,17,4,,22,4/22/2017,9:30 AM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,97,MARION,4,67,2,Day,1,Clear,2,Yard,O21,1,0,3,East,5,Single Car,No,,7,Estimated,7,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,GACX,1473,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40426,0,40740,T314,Switch point worn or broken,,,T314,Switch point worn or broken,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759791,-86.327526,"DURING NORMAL HUMP OPERATIONS, CAR GACX 1473 DESTINED FOR TRACK 021 DERAILED AT THE 19 SWITCH AT THEBOTTOM OF THE HUMP.  CAR MBLX 28578 WAS DESTINED FOR TRACK 005 AND CORNERED THE CAR CAUSING DAMAGETO BOTH CARS BUT DID NOT DERAIL THE MBLX 28578",Yard,1,1,1,1,CSX000168458201704,CSX000168458201704,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327526 39.759791),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
CSX,CSX Transportation,2014,135135,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013513520140919,14,9,,,,,,CSX,CSX Transportation,135135,14,9,,19,9/19/2014,7:35 PM,1,Derailment,21,3,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,70,3,Dusk,2,Cloudy,2,Yard,NORTH HUMP LEAD,1,0,3,East,7,Yard/switching,Yes,Y297,7,Estimated,7,0,2,Not Signaled,,Other Than Main Track,L,Special Instructions,,,,,1,Remote control portable transmitter,ATW,87626,18,No,ATW,87626,18,No,,,No,2,0,0,0,0,0,0,0,0,0,28,0,55,0,0,0,0,5,0,0,48034,2000,50034,E67C,Damaged flange or tread (build up),,,E67C,Damaged flange or tread (build up),1,0,0,0,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759779,-86.328326,WHILE PULLING OUT OF TRACK R10 THE ATW 87626 DERAILED CAUSING 5 CAR PILE UP AND BOTH HUMP LEADS OUTOF SERVICE.,Yard,1,1,1,1,CSX000135135201409,CSX000135135201409,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.328326 39.759779),Indianapolis city (balance),"880,621",18,36003,2395424,1836003,1600000US1836003,Indianapolis city (balance),Indianapolis city (balance),0,C8,Y,G4110,F,935028527,17916811,39.7766644,-86.1459355,202
CSX,CSX Transportation,2014,135135,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013513520140919,14,9,,,,,,CSX,CSX Transportation,135135,14,9,,19,9/19/2014,7:35 PM,1,Derailment,21,3,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,70,3,Dusk,2,Cloudy,2,Yard,NORTH HUMP LEAD,1,0,3,East,7,Yard/switching,Yes,Y297,7,Estimated,7,0,2,Not Signaled,,Other Than Main Track,L,Special Instructions,,,,,1,Remote control portable transmitter,ATW,87626,18,No,ATW,87626,18,No,,,No,2,0,0,0,0,0,0,0,0,0,28,0,55,0,0,0,0,5,0,0,48034,2000,50034,E67C,Damaged flange or tread (build up),,,E67C,Damaged flange or tread (build up),1,0,0,0,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759779,-86.328326,WHILE PULLING OUT OF TRACK R10 THE ATW 87626 DERAILED CAUSING 5 CAR PILE UP AND BOTH HUMP LEADS OUTOF SERVICE.,Yard,1,1,1,1,CSX000135135201409,CSX000135135201409,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.328326 39.759779),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2014,135135,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00013513520140919,14,9,,,,,,CSX,CSX Transportation,135135,14,9,,19,9/19/2014,7:35 PM,1,Derailment,21,3,0,0,INDIANAPOLIS TERMINA,,,AVON,9,18,IN,INDIANA,63,HENDRICKS,4,70,3,Dusk,2,Cloudy,2,Yard,NORTH HUMP LEAD,1,0,3,East,7,Yard/switching,Yes,Y297,7,Estimated,7,0,2,Not Signaled,,Other Than Main Track,L,Special Instructions,,,,,1,Remote control portable transmitter,ATW,87626,18,No,ATW,87626,18,No,,,No,2,0,0,0,0,0,0,0,0,0,28,0,55,0,0,0,0,5,0,0,48034,2000,50034,E67C,Damaged flange or tread (build up),,,E67C,Damaged flange or tread (build up),1,0,0,0,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,39.759779,-86.328326,WHILE PULLING OUT OF TRACK R10 THE ATW 87626 DERAILED CAUSING 5 CAR PILE UP AND BOTH HUMP LEADS OUTOF SERVICE.,Yard,1,1,1,1,CSX000135135201409,CSX000135135201409,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.328326 39.759779),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
CSX,CSX Transportation,2023,211602,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00021160220230603,23,6,,,,,,CSX,CSX Transportation,211602,23,6,,3,6/3/2023,1:45 PM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,63,HENDRICKS,4,94,2,Day,2,Cloudy,2,Yard,19,1,0,3,East,8,Light loco(s),Yes,2425,0,Estimated,3,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,2425,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29980,0,35468,H99D,Computer system design error (non vendor),,,H99D,Computer system design error (non vendor),1,0,1,0,7,15,7,15,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759798,-86.327516,"A CUT OF CARS IN 020 TRACK ROLLED OUT INTO THE SIDE OF CSXT2425 ON THE 019 TRACK, DAMAGING CSXT2425AND TILX639855.",Yard,1,1,1,1,CSX000211602202306,CSX000211602202306,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327516 39.759798),Indianapolis city (balance),"880,621",18,36003,2395424,1836003,1600000US1836003,Indianapolis city (balance),Indianapolis city (balance),0,C8,Y,G4110,F,935028527,17916811,39.7766644,-86.1459355,202
CSX,CSX Transportation,2023,211602,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00021160220230603,23,6,,,,,,CSX,CSX Transportation,211602,23,6,,3,6/3/2023,1:45 PM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,63,HENDRICKS,4,94,2,Day,2,Cloudy,2,Yard,19,1,0,3,East,8,Light loco(s),Yes,2425,0,Estimated,3,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,2425,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29980,0,35468,H99D,Computer system design error (non vendor),,,H99D,Computer system design error (non vendor),1,0,1,0,7,15,7,15,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759798,-86.327516,"A CUT OF CARS IN 020 TRACK ROLLED OUT INTO THE SIDE OF CSXT2425 ON THE 019 TRACK, DAMAGING CSXT2425AND TILX639855.",Yard,1,1,1,1,CSX000211602202306,CSX000211602202306,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327516 39.759798),Plainfield town,"36,074",18,60246,2396859,1860246,1600000US1860246,Plainfield,Plainfield town,43,C1,N,G4110,A,69658191,334414,39.6931926,-86.3719847,240
CSX,CSX Transportation,2023,211602,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00021160220230603,23,6,,,,,,CSX,CSX Transportation,211602,23,6,,3,6/3/2023,1:45 PM,12,Other impacts,0,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,9,18,IN,INDIANA,63,HENDRICKS,4,94,2,Day,2,Cloudy,2,Yard,19,1,0,3,East,8,Light loco(s),Yes,2425,0,Estimated,3,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,2425,1,No,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29980,0,35468,H99D,Computer system design error (non vendor),,,H99D,Computer system design error (non vendor),1,0,1,0,7,15,7,15,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,39.759798,-86.327516,"A CUT OF CARS IN 020 TRACK ROLLED OUT INTO THE SIDE OF CSXT2425 ON THE 019 TRACK, DAMAGING CSXT2425AND TILX639855.",Yard,1,1,1,1,CSX000211602202306,CSX000211602202306,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.327516 39.759798),Avon town,"23,611",18,2908,2396582,1802908,1600000US1802908,Avon,Avon town,43,C1,N,G4110,A,50061965,392570,39.7607134,-86.3941455,241
CSX,CSX Transportation,2016,157271,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00015727120160219,16,2,,,,,,CSX,CSX Transportation,157271,16,2,,19,2/19/2016,4:09 PM,1,Derailment,18,0,0,0,INDIANAPOLIS TERMINA,,,INDIANAPOLIS,123.8,18,IN,INDIANA,97,MARION,4,57,2,Day,2,Cloudy,1,Main,SINGLE MAIN TRACK,2,11.5,3,East,1,Freight Train,Yes,Q360,6,Estimated,6,10240,1,Signaled,,Signal Indication,G,Interlocking,,,,,0,Not a remotely controlled operation,FLRX,5631,7,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,68,0,43,0,0,4,0,2,0,0,165184,3500,168684,H799,"Use of switches, other (Provide detailed description in narrative)",,,H799,"Use of switches, other (Provide detailed description in narrative)",1,1,1,0,5,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,CWR,,39.765294,-86.145226,"SIGNAL MAINTAINER BRIEFED WITH THE TRAIN DISPATCHER AND LINED THE #23 SWITCH AT CP IU FOR THE B&O MAIN (NORMAL). THEY HAD A MUTUAL UNDERSTANDING THAT THE SWITCH WAS LINED IN THAT DIRECTION. THE Q36019WAS GIVEN PERMISSION TO PROCEED PAST A STOP SIGNAL AND OVER THE SWITCH. AFTER 6 CARS HAD TRAVERSEDTHE SWITCH THE COMMERCIAL POWER CAME ON AND THE SWITCH THREW UNDER THE TRAIN, DERAILING THE NEXT 6 CARS.",Main,2,1,1,1,CSX000157271201602,CSX000157271201602,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-86.145226 39.765294),Indianapolis city (balance),"880,621",18,36003,2395424,1836003,1600000US1836003,Indianapolis city (balance),Indianapolis city (balance),0,C8,Y,G4110,F,935028527,17916811,39.7766644,-86.1459355,202
